Rec,Depth_m,Time_s,Cone_MPa,Friction_MPa,Pore2_MPa
16,113.603,310.27,20.232,0.2051,0.4743
17,113.623,311.19,19.4365,0.2273,0.5274
18,113.643,312.08,17.476,0.2582,0.5241
19,113.663,312.97,14.2404,0.2696,0.485
20,113.683,313.84,11.2608,0.2559,0.4914
21,113.703,314.71,8.2537,0.2386,0.661
22,113.723,315.57,6.2132,0.2182,0.8221
23,113.743,316.44,5.3817,0.155,0.9865
24,113.763,317.3,5.2202,0.0866,1.1201
25,113.783,318.17,5.2275,0.0637,1.1981
26,113.803,319.04,5.141,0.0574,1.2845
27,113.823,319.9,4.93,0.052,1.3776
28,113.843,320.77,4.7552,0.0451,1.4833
29,113.863,321.64,4.7103,0.0626,1.5841
30,113.883,322.51,4.8373,0.0803,1.6933
31,113.903,323.37,5.2994,0.0835,1.7896
32,113.923,324.23,5.9446,0.0847,1.8285
33,113.943,325.1,6.017,0.0898,1.8873
34,113.963,325.96,5.2843,0.0952,1.9783
35,113.983,326.82,4.8389,0.1067,2.1033
36,114.003,327.68,4.7892,0.0691,2.1816
37,114.023,328.54,4.8445,0.0626,2.2662
38,114.043,329.4,4.898,0.0548,2.3043
39,114.063,330.26,4.9011,0.061,2.3682
40,114.083,331.11,4.7678,0.0649,2.3845
41,114.103,331.96,4.8757,0.0724,2.4358
42,114.123,332.82,5.0458,0.0747,2.4466
43,114.143,333.67,5.3238,0.0883,2.469
44,114.163,334.53,5.4313,0.0965,2.4767
45,114.183,335.38,5.5624,0.1117,2.4731
46,114.203,336.23,5.3568,0.0921,2.4965
47,114.223,337.09,4.9281,0.098,2.6088
48,114.243,337.94,4.6357,0.0975,2.7336
49,114.263,338.8,4.602,0.0741,2.7806
50,114.283,339.66,4.6276,0.0588,2.8055
51,114.303,340.51,4.6403,0.0551,2.8263
52,114.323,341.36,4.6584,0.0624,2.8597
53,114.343,342.21,4.8065,0.0682,2.8979
54,114.363,343.06,5.1503,0.0682,2.8912
55,114.383,343.92,5.3222,0.068,2.6918
56,114.403,344.78,5.2819,0.101,2.7265
57,114.423,345.63,5.5301,0.1579,2.8117
58,114.443,346.49,6.5005,0.1626,2.9374
59,114.463,347.36,7.8301,0.1546,2.815
60,114.483,348.22,7.1523,0.146,1.8357
61,114.503,349.08,5.7462,0.1512,2.3651
62,114.523,349.94,4.8868,0.1427,2.648
63,114.543,350.8,4.7977,0.109,2.7673
64,114.563,351.66,4.9964,0.0874,2.8264
65,114.583,352.52,5.5907,0.1157,2.8987
66,114.603,353.39,6.4407,0.1309,2.8939
67,114.623,354.25,6.6523,0.1428,2.9288
68,114.643,355.12,6.403,0.1448,2.4814
69,114.663,355.97,5.5274,0.1371,2.0161
70,114.683,356.83,4.9206,0.1272,2.3674
71,114.703,357.7,4.5974,0.1077,2.455
72,114.723,358.57,4.4298,0.0781,2.4942
73,114.743,359.43,4.4221,0.0583,2.5572
74,114.763,360.3,4.5516,0.0417,2.616
75,114.783,361.17,5.8483,0.0467,2.7502
76,114.803,362.05,10.5873,0.086,2.8629
77,114.823,362.94,16.6547,0.1274,2.1987
78,114.843,363.83,17.9651,0.1528,0.9551
79,114.863,364.72,16.5931,0.1656,0.928
80,114.883,365.61,15.4156,0.2239,1.1037
81,114.903,366.51,15.9634,0.2638,1.5103
82,114.923,367.4,17.9597,0.2543,1.4376
83,114.943,368.3,18.8563,0.2323,1.0545
84,114.963,369.2,18.6242,0.2048,0.9965
85,114.983,370.11,20.0249,0.1704,1.1766
86,115.003,371.12,23.3358,0.1682,1.5204
87,115.023,372.35,27.128,0.1545,1.0579
88,115.043,373.8,29.5711,0.1266,0.9643
89,115.063,375.38,31.4362,0.1041,0.8861
90,115.083,376.84,33.1298,0.0969,0.8937
91,115.103,378.0,34.3037,0.0901,0.7838
92,115.123,379.0,34.8753,0.0879,0.7608
93,115.143,379.92,34.9612,0.0878,0.6746
94,115.163,380.83,34.4312,0.0846,0.6847
95,115.183,381.74,33.8018,0.0883,0.6384
96,115.203,382.64,33.1792,0.0865,0.6382
97,115.223,383.55,32.7893,0.0863,0.6441
98,115.243,384.46,32.8347,0.0891,0.6342
99,115.263,385.35,32.8168,0.088,0.6376
100,115.283,386.26,32.7112,0.0868,0.6461
101,115.303,387.16,32.5258,0.095,0.6118
102,115.323,388.07,32.7684,0.1096,0.6507
103,115.343,388.99,33.8312,0.1184,0.6465
104,115.363,389.94,35.7978,0.1222,0.6801
105,115.383,390.98,37.7635,0.1314,0.633
106,115.403,392.04,38.8253,0.1531,0.6257
107,115.423,393.06,38.5192,0.1767,0.6139
108,115.443,393.99,37.7058,0.1837,0.5532
109,115.463,394.89,35.7565,0.1556,0.4789
110,115.483,395.79,34.0379,0.1137,0.4765
111,115.503,396.69,33.0046,0.1211,0.4664
112,115.523,397.59,31.8103,0.1301,0.4522
113,115.543,398.5,30.6536,0.132,0.4193
114,115.563,399.4,29.8532,0.1242,0.3831
115,115.583,400.3,29.5358,0.1138,0.3641
116,115.603,401.2,29.7516,0.1052,0.3869
117,115.623,402.1,29.9999,0.1026,0.3789
118,115.643,403.0,29.9761,0.1045,0.3584
119,115.663,403.89,29.6091,0.0891,0.3649
120,115.683,404.79,29.0855,0.0925,0.3574
121,115.703,405.68,28.742,0.0834,0.3535
122,115.723,406.58,28.4714,0.106,0.3522
123,115.743,407.48,28.0389,0.2332,0.3496
124,115.763,408.36,26.2522,0.3441,0.3501
125,115.783,409.24,21.0724,0.3313,0.3205
126,115.803,410.1,15.0574,0.3096,0.3033
127,115.823,410.95,12.0027,0.3487,0.3835
128,115.843,411.8,9.4195,0.3933,0.5472
129,115.863,412.67,8.6733,0.3605,0.6579
130,115.883,413.52,9.9022,0.3164,0.8302
131,115.903,414.36,8.8343,0.6647,
132,115.923,415.22,7.2787,0.7701,
133,115.943,416.07,6.0054,0.9399,
134,115.963,416.92,5.9652,1.054,
135,115.983,417.76,5.792,1.0864,
136,116.001,418.5,5.6093,,
1,116.219,308.5,5.4477,,
2,116.239,309.39,5.7068,1.1627,
3,116.259,310.29,5.1881,1.2809,
4,116.279,311.19,4.3893,0.1712,2.0143
5,116.299,312.09,4.3854,0.1657,2.4817
6,116.319,312.98,5.3204,0.168,2.6396
7,116.339,313.9,7.8696,0.2094,2.0127
8,116.359,314.91,13.1493,0.2725,1.5133
9,116.379,316.0,15.5126,0.2649,0.8089
10,116.399,316.96,14.3106,0.2442,0.779
11,116.419,317.89,12.5043,0.3053,0.8043
12,116.439,318.85,12.4159,0.3659,1.0995
13,116.459,319.9,13.9861,0.3474,1.7728
14,116.479,320.82,11.7923,0.3397,0.985
15,116.499,321.72,9.2124,0.3258,1.1292
16,116.519,322.62,7.9934,0.2993,1.6694
17,116.539,323.53,7.6295,0.2853,2.3038
18,116.559,324.43,6.9325,0.2249,2.193
19,116.579,325.34,5.7577,0.1802,2.2896
20,116.599,326.24,4.9926,0.1717,2.5757
21,116.619,327.15,4.7449,0.1223,2.7426
22,116.639,328.05,4.7234,0.0998,2.8555
23,116.659,328.96,4.95,0.0815,2.9067
24,116.679,329.86,4.9362,0.0832,2.8292
25,116.699,330.77,4.813,0.0868,2.7964
26,116.719,331.67,4.6982,0.0961,3.0103
27,116.739,332.56,4.7022,0.0715,3.0779
28,116.759,333.47,4.7067,0.0699,3.1095
29,116.779,334.36,4.7655,0.0669,3.1281
30,116.799,335.25,4.7876,0.0686,3.1162
31,116.819,336.14,4.6678,0.0614,3.2202
32,116.839,337.03,4.5502,0.0604,3.2584
33,116.859,337.93,4.5527,0.092,3.2381
34,116.879,338.83,5.3166,0.1167,3.3272
35,116.899,339.73,8.884,0.1343,3.4143
36,116.919,340.64,13.9531,0.1602,2.0686
37,116.939,341.59,17.0397,0.1754,0.938
38,116.959,342.56,18.1214,0.1771,0.8176
39,116.979,343.51,18.3868,0.1353,0.8582
40,116.999,344.48,18.726,0.1085,0.776
41,117.019,345.46,18.8997,0.0926,0.6941
42,117.039,346.45,19.1322,0.0778,0.6523
43,117.059,347.43,19.2694,0.0765,0.6133
44,117.079,348.36,19.3,0.077,0.5721
45,117.099,349.28,19.4727,0.0633,0.4974
46,117.119,350.22,19.6162,0.0576,0.5037
47,117.139,351.15,19.7935,0.0632,0.4785
48,117.159,352.1,19.8759,0.0745,0.4631
49,117.179,353.07,20.2097,0.0855,0.4801
50,117.199,354.05,20.4951,0.1004,0.4652
51,117.219,355.03,20.6825,0.1117,0.4654
52,117.239,356.02,20.7774,0.1261,0.4545
53,117.259,357.02,21.1169,0.1421,0.459
54,117.279,358.08,21.6029,0.156,0.4717
55,117.299,359.21,22.1533,0.1711,0.4905
56,117.319,360.34,22.8909,0.1812,0.509
57,117.339,361.39,23.6889,0.1651,0.5354
58,117.359,362.35,24.4817,0.1181,0.5544
59,117.379,363.28,25.2266,0.1116,0.5766
60,117.399,364.19,25.2041,0.1539,0.5686
61,117.419,365.1,23.3873,0.226,0.565
62,117.439,366.0,19.4617,0.2817,0.5363
63,117.459,366.89,15.5,0.3065,0.511
64,117.479,367.76,12.4118,0.2768,0.5203
65,117.499,368.64,10.342,0.2912,0.5788
66,117.519,369.51,8.8041,0.3351,0.6745
67,117.539,370.39,8.3119,0.3341,0.8104
68,117.559,371.27,7.8805,0.3122,1.1586
69,117.579,372.14,7.7296,0.2723,1.0668
70,117.599,373.03,8.3528,0.2609,1.232
71,117.619,373.93,10.5943,0.3155,1.6794
72,117.639,374.82,13.2103,0.3156,1.5322
73,117.659,375.72,13.6105,0.2654,0.9595
74,117.679,376.61,12.2126,0.2526,0.8743
75,117.699,377.5,9.9888,0.2371,1.0414
76,117.719,378.38,7.7625,0.2277,1.2195
77,117.739,379.26,6.0695,0.2198,1.4545
78,117.759,380.13,5.3578,0.2026,1.7021
79,117.779,381.0,4.9313,0.1539,1.7198
80,117.799,381.87,4.7993,0.1367,1.8512
81,117.819,382.76,6.1156,0.1238,2.0375
82,117.839,383.65,10.3519,0.0977,2.0775
83,117.859,384.55,15.1293,0.091,2.2516
84,117.879,385.47,17.3334,0.0989,1.3375
85,117.899,386.37,17.5647,0.1092,1.0317
86,117.919,387.28,17.4429,0.1211,1.0124
87,117.939,388.19,17.2645,0.1345,0.8462
88,117.959,389.1,17.1153,0.1491,0.7459
89,117.979,390.0,17.0963,0.1561,0.7068
90,117.999,390.91,17.1804,0.1528,0.6668
91,118.019,391.81,17.1251,0.16,0.6325
92,118.039,392.71,16.7235,0.1677,0.5904
93,118.059,393.61,16.7189,0.1642,0.6023
94,118.079,394.52,17.09,0.1695,0.6152
95,118.099,395.41,17.4901,0.1752,0.5982
96,118.119,396.32,17.6732,0.1912,0.58
97,118.139,397.22,17.9229,0.1886,0.6095
98,118.159,398.13,18.3726,0.1664,0.6143
99,118.179,399.03,19.0917,0.149,0.6131
100,118.199,399.94,19.6788,0.1291,0.592
101,118.219,400.84,19.9831,0.1343,0.5798
102,118.239,401.75,20.1989,0.1391,0.5738
103,118.259,402.66,20.5414,0.1338,0.5674
104,118.279,403.57,21.0054,0.1431,0.5363
105,118.299,404.48,21.67,0.1724,0.5129
106,118.319,405.39,22.3907,0.1923,0.503
107,118.339,406.3,23.3583,0.1727,0.5101
108,118.359,407.21,24.0902,0.1623,0.4935
109,118.379,408.12,24.5343,0.1511,0.4473
110,118.399,409.03,24.4659,0.1549,0.4362
111,118.419,409.94,24.1909,0.1846,0.4303
112,118.439,410.85,24.0192,0.2306,0.445
113,118.459,411.76,24.1286,0.2545,0.4256
114,118.479,412.67,24.6327,0.1958,0.4215
115,118.499,413.59,25.568,0.162,0.4171
116,118.519,414.52,26.4807,0.1503,0.4254
117,118.539,415.47,27.234,0.1474,0.4324
118,118.559,416.43,27.2377,0.151,0.4212
119,118.579,417.37,26.735,0.17,0.3944
120,118.599,418.28,25.8715,0.1834,0.3827
121,118.619,419.19,25.4572,0.1516,0.373
122,118.639,420.1,25.114,0.1362,0.3489
123,118.659,421.02,25.0309,0.1181,0.3497
124,118.679,421.93,25.1929,0.1075,0.3617
125,118.699,422.86,25.7063,0.1152,0.3737
126,118.719,423.79,26.4631,0.1271,0.3576
127,118.739,424.71,26.7836,0.1654,0.3573
128,118.759,425.63,26.2143,0.2644,0.3353
129,118.779,426.54,23.5759,0.3322,0.3114
130,118.799,427.42,17.7879,0.3537,0.286
131,118.819,428.31,13.0103,0.3395,0.2743
132,118.839,429.19,10.3432,0.3005,0.3382
133,118.859,430.07,8.1289,0.2759,0.3831
134,118.879,430.95,7.2476,0.2499,0.4664
135,118.899,431.83,6.8728,0.1926,0.5211
136,118.919,432.7,6.8138,0.5702,
137,118.939,433.58,7.2612,0.6091,
138,118.959,434.46,7.5541,0.6062,
139,118.979,435.34,7.1845,0.6417,
140,118.999,436.24,7.6102,0.7383,
1,119.165,244.0,8.6182,,
2,119.185,244.96,9.8166,1.1668,
3,119.205,245.93,10.9752,1.1672,
4,119.225,246.9,12.7419,0.1472,1.1487
5,119.245,247.95,15.3874,0.1762,1.0997
6,119.265,249.13,17.4651,0.2216,1.041
7,119.285,250.36,18.7949,0.2888,0.9526
8,119.305,251.48,19.8402,0.2483,0.8495
9,119.325,252.54,20.9827,0.2124,0.8012
10,119.345,253.55,22.0804,0.2714,0.5992
11,119.365,254.46,21.2685,0.3503,0.4038
12,119.385,255.36,17.3987,0.3397,0.4428
13,119.405,256.24,13.5995,0.3104,0.3886
14,119.425,257.12,10.5025,0.2854,0.5756
15,119.445,257.98,7.5997,0.2743,0.8517
16,119.465,258.86,6.1832,0.2386,1.5864
17,119.485,259.73,5.6009,0.1719,2.0543
18,119.505,260.59,5.8383,0.1372,2.338
19,119.525,261.46,6.3394,0.1193,2.4384
20,119.545,262.33,6.4625,0.1341,2.4061
21,119.565,263.2,6.8665,0.1773,2.3503
22,119.585,264.07,7.3432,0.2083,2.372
23,119.605,264.94,7.6655,0.2518,2.2046
24,119.625,265.82,8.0533,0.3015,2.1377
25,119.645,266.69,8.5578,0.3455,2.232
26,119.665,267.58,9.9846,0.3543,2.1592
27,119.685,268.47,11.7536,0.3504,1.5769
28,119.705,269.36,13.3384,0.3427,1.2328
29,119.725,270.25,14.9444,0.3207,0.726
30,119.745,271.15,16.299,0.2381,0.5161
31,119.765,272.05,17.437,0.1746,0.5318
32,119.785,272.97,18.7248,0.1386,0.5246
33,119.805,273.88,19.8609,0.1486,0.4767
34,119.825,274.79,20.0371,0.1638,0.4258
35,119.845,275.68,19.2339,0.1668,0.3982
36,119.865,276.58,17.4876,0.165,0.382
37,119.885,277.46,16.4615,0.1822,0.3231
38,119.905,278.36,16.7791,0.2053,0.2989
39,119.925,279.26,16.9742,0.2348,0.5663
40,119.945,280.16,16.4766,0.2361,0.4695
41,119.965,281.05,15.8736,0.2057,0.4473
42,119.985,281.95,15.6157,0.203,0.4457
43,120.005,282.84,14.146,0.2021,0.3962
44,120.025,283.72,11.6233,0.2136,0.4021
45,120.045,284.6,8.7176,0.2003,0.4767
46,120.065,285.47,6.6684,0.1822,0.6304
47,120.085,286.34,5.2382,0.1675,0.8425
48,120.105,287.2,4.6807,0.1438,1.2176
49,120.125,288.08,4.6517,0.0779,1.5993
50,120.145,288.94,4.5666,0.0573,1.9046
51,120.165,289.81,4.5023,0.0648,2.1257
52,120.185,290.68,4.8226,0.1038,2.3715
53,120.205,291.56,6.4821,0.1449,2.5257
54,120.225,292.45,9.3877,0.1643,2.2627
55,120.245,293.32,10.0755,0.1789,1.3106
56,120.265,294.21,8.8149,0.1981,1.1226
57,120.285,295.1,8.5282,0.2087,1.3174
58,120.305,295.98,11.4381,0.2256,1.8468
59,120.325,296.87,14.4511,0.2306,1.1977
60,120.345,297.77,16.2442,0.2211,0.9954
61,120.365,298.68,17.2436,0.2382,0.8559
62,120.385,299.57,17.8458,0.2574,0.7124
63,120.405,300.47,18.3027,0.253,0.6285
64,120.425,301.37,19.0528,0.2491,0.5627
65,120.445,302.28,20.6124,0.2069,0.5107
66,120.465,303.2,22.6342,0.1488,0.5241
67,120.485,304.15,24.1582,0.1387,0.5142
68,120.505,305.1,24.4107,0.1559,0.4707
69,120.525,306.02,23.2783,0.2068,0.4112
70,120.545,306.92,20.3282,0.2628,0.3574
71,120.565,307.81,17.0372,0.2678,0.3166
72,120.585,308.7,14.8087,0.2658,0.3536
73,120.605,309.59,13.3442,0.2926,0.3966
74,120.625,310.47,12.2361,0.2942,0.4494
75,120.645,311.37,12.1353,0.2885,0.508
76,120.665,312.26,11.665,0.2934,0.5471
77,120.685,313.14,9.8364,0.3093,0.6292
78,120.705,314.02,8.9542,0.3288,0.7312
79,120.725,314.9,8.5173,0.319,0.844
80,120.745,315.78,8.4433,0.3057,1.1116
81,120.765,316.67,8.5395,0.3026,1.3032
82,120.785,317.56,8.5678,0.3173,1.4162
83,120.805,318.45,9.6528,0.3209,1.5859
84,120.825,319.34,11.6139,0.3133,1.6562
85,120.845,320.24,13.7241,0.3012,1.6326
86,120.865,321.15,15.7103,0.2857,1.4872
87,120.885,322.07,17.4702,0.2487,1.4008
88,120.905,323.03,18.9387,0.2214,1.275
89,120.925,324.0,19.5906,0.2248,1.1075
90,120.945,324.97,19.4375,0.2202,0.943
91,120.965,325.89,18.7337,0.216,0.829
92,120.985,326.8,17.5623,0.2215,0.7455
93,121.005,327.7,16.3382,0.2396,0.6938
94,121.025,328.61,14.4604,0.2683,0.6486
95,121.045,329.5,11.6687,0.2812,0.662
96,121.065,330.39,9.0729,0.2527,0.8199
97,121.085,331.29,8.3701,0.2378,0.9384
98,121.105,332.17,9.9309,0.2277,1.5946
99,121.125,333.07,11.4307,0.1706,1.404
100,121.145,333.97,11.2175,0.1552,1.1865
101,121.165,334.85,8.8663,0.1617,1.2059
102,121.185,335.74,7.041,0.16,1.3993
103,121.205,336.63,5.7604,0.1416,1.5983
104,121.225,337.51,5.0379,0.1171,1.9198
105,121.245,338.39,4.8218,0.0831,2.1616
106,121.265,339.27,4.7827,0.0628,2.3635
107,121.285,340.16,4.8877,0.0528,2.5215
108,121.305,341.03,4.9101,0.0425,2.5612
109,121.325,341.91,4.868,0.0457,2.6426
110,121.345,342.8,4.9582,0.0555,2.7454
111,121.365,343.68,5.2972,0.068,2.7808
112,121.385,344.56,6.2153,0.0884,2.7978
113,121.405,345.45,7.1094,0.0994,2.7451
114,121.425,346.34,7.3252,0.1108,2.3621
115,121.445,347.21,6.9861,0.1298,2.3691
116,121.465,348.09,6.1211,0.1277,2.3986
117,121.485,348.97,5.7698,0.1724,2.5799
118,121.505,349.85,6.0968,0.216,2.7555
119,121.525,350.73,7.4561,0.2596,3.1718
120,121.545,351.62,9.4158,0.2798,2.4406
121,121.565,352.51,10.7329,0.2888,1.2592
122,121.585,353.4,10.5045,0.2908,1.7534
123,121.605,354.29,10.64,0.3053,1.3148
124,121.625,355.19,10.5962,0.2714,0.953
125,121.645,356.08,9.4719,0.2165,0.78
126,121.665,356.97,8.0701,0.1703,0.8999
127,121.685,357.85,7.0058,0.1492,1.0632
128,121.705,358.74,6.5449,0.1378,1.25
129,121.725,359.62,6.1804,0.122,1.3375
130,121.745,360.51,5.6988,0.1024,1.505
131,121.765,361.4,5.4069,0.1269,1.721
132,121.785,362.29,5.8034,0.1496,1.9441
133,121.805,363.19,7.3968,0.154,2.2149
134,121.825,364.09,9.277,0.1917,1.8815
135,121.845,365.0,10.484,0.2185,1.5069
136,121.865,365.89,10.1907,0.2262,1.1537
137,121.885,366.79,9.2376,0.2461,1.109
138,121.905,367.7,8.0977,1.5563,
139,121.925,368.59,8.7658,1.6626,
140,121.945,369.5,10.2344,1.644,
141,121.965,370.4,12.2755,1.0788,
142,121.985,371.32,13.445,0.7138,
143,122.003,372.5,14.4957,,
1,122.259,279.0,5.1386,,
2,122.279,279.89,5.8099,1.0869,
3,122.299,280.78,6.81,1.0591,
4,122.319,281.67,8.2228,0.229,1.0328
5,122.34,282.57,9.9396,0.2484,0.9357
6,122.359,283.47,11.5227,0.2595,0.7987
7,122.38,284.37,12.6452,0.2709,0.6012
8,122.399,285.27,13.6017,0.2842,0.5532
9,122.42,286.17,14.2396,0.3053,0.4184
10,122.439,287.07,14.6107,0.3296,0.3888
11,122.459,287.98,14.7927,0.3487,0.4088
12,122.479,288.87,14.4597,0.3622,0.3566
13,122.499,289.78,13.9127,0.3918,0.3436
14,122.52,290.67,13.2575,0.4031,0.4326
15,122.539,291.59,13.7493,0.3997,0.7023
16,122.56,292.51,15.1091,0.3874,0.756
17,122.579,293.52,16.2505,0.3728,0.809
18,122.599,294.66,17.2672,0.3023,0.8374
19,122.619,295.96,18.8494,0.2798,0.6174
20,122.639,297.18,20.1176,0.264,0.5289
21,122.66,298.15,20.4457,0.2858,0.5173
22,122.679,299.04,18.2632,0.3209,0.4061
23,122.7,299.93,15.4305,0.3685,0.3867
24,122.719,300.81,13.3751,0.3848,0.447
25,122.74,301.69,10.7187,0.3687,0.5046
26,122.759,302.56,8.619,0.3327,0.5258
27,122.779,303.42,7.7968,0.2883,0.7192
28,122.799,304.28,7.6817,0.244,0.8947
29,122.819,305.15,8.42,0.2116,1.1228
30,122.84,306.02,9.9837,0.1844,1.2494
31,122.859,306.9,12.2073,0.1781,1.2822
32,122.88,307.77,14.6918,0.2193,1.2445
33,122.899,308.65,15.9871,0.2583,1.1598
34,122.92,309.54,14.8048,0.2441,1.0321
35,122.939,310.4,12.5356,0.2524,0.9898
36,122.959,311.26,9.9586,0.2487,1.094
37,122.979,312.12,8.1054,0.2523,1.3164
38,122.999,312.98,7.1672,0.2236,1.6406
39,123.02,313.84,7.7313,0.2186,2.0016
40,123.039,314.71,9.4045,0.2609,2.0975
41,123.06,315.57,10.3208,0.2705,1.8762
42,123.079,316.42,9.6765,0.2658,1.6185
43,123.099,317.28,8.1522,0.2332,1.7163
44,123.119,318.14,6.523,0.1998,1.9151
45,123.139,318.99,5.5264,0.18,2.2197
46,123.16,319.84,5.4582,0.1339,2.4676
47,123.179,320.7,5.9232,0.0812,2.6294
48,123.2,321.56,7.2712,0.0762,2.6873
49,123.219,322.42,9.005,0.0861,2.687
50,123.24,323.28,10.2871,0.1225,2.3957
51,123.259,324.14,10.0543,0.171,2.2859
52,123.279,325.0,8.9652,0.2101,2.3769
53,123.299,325.86,7.9988,0.2227,2.6276
54,123.319,326.71,7.122,0.2243,2.9156
55,123.34,327.56,6.3387,0.2096,2.6823
56,123.359,328.4,5.6701,0.1703,2.9418
57,123.38,329.25,5.2341,0.1351,3.2842
58,123.399,330.11,5.1346,0.0711,3.3741
59,123.42,330.97,5.0372,0.0601,3.4361
60,123.439,331.83,5.066,0.0598,3.4971
61,123.459,332.69,5.0534,0.0546,3.5164
62,123.479,333.55,5.0402,0.0824,3.5419
63,123.499,334.41,5.2367,0.1592,3.578
64,123.52,335.28,6.7491,0.2161,3.6674
65,123.539,336.16,9.8916,0.2399,3.347
66,123.56,337.05,13.0174,0.2298,1.6917
67,123.579,337.96,15.3092,0.2157,0.8754
68,123.599,338.9,17.4132,0.2012,0.8964
69,123.619,339.97,19.6991,0.1625,0.7195
70,123.639,341.06,20.8746,0.1336,0.6919
71,123.66,341.99,21.5425,0.1322,0.6304
72,123.679,342.88,21.5339,0.1687,0.5579
73,123.7,343.77,20.6706,0.2016,0.511
74,123.719,344.66,19.1305,0.2097,0.4817
75,123.74,345.53,17.6529,0.2373,0.4699
76,123.759,346.4,17.2764,0.2548,0.4303
77,123.779,347.27,16.9301,0.2276,0.4157
78,123.799,348.15,16.5499,0.234,0.4382
79,123.819,349.01,16.0775,0.2589,0.431
80,123.84,349.89,15.6603,0.2634,0.4624
81,123.859,350.77,15.3812,0.2674,0.4848
82,123.88,351.65,15.1928,0.2448,0.4837
83,123.899,352.53,15.294,0.2154,0.4783
84,123.92,353.42,15.2165,0.2561,0.5116
85,123.939,354.3,15.3604,0.2801,0.5119
86,123.959,355.19,15.5997,0.3256,0.5317
87,123.979,356.06,15.1254,0.3429,0.5198
88,123.999,356.94,13.6529,0.2742,0.546
89,124.02,357.83,14.2692,0.2383,0.5778
90,124.039,358.71,15.3401,0.2709,0.6072
91,124.06,359.6,16.122,0.3022,0.6347
92,124.079,360.49,14.5565,0.307,0.5702
93,124.099,361.35,12.2819,0.3154,0.6061
94,124.119,362.22,10.3138,0.2989,0.7162
95,124.139,363.09,9.9137,0.2535,0.9128
96,124.16,363.97,11.9179,0.2625,1.1144
97,124.179,364.85,14.2085,0.2671,1.001
98,124.2,365.74,14.7159,0.2358,0.8968
99,124.219,366.61,12.9874,0.1956,0.8372
100,124.24,367.49,11.1685,0.1993,0.8594
101,124.259,368.36,9.3434,0.213,0.9123
102,124.279,369.23,7.6965,0.2311,1.0788
103,124.299,370.1,7.0184,0.2191,1.1966
104,124.319,370.97,7.0182,0.2207,1.3497
105,124.34,371.84,7.4579,0.2453,1.5489
106,124.359,372.72,9.2285,0.2621,1.6273
107,124.38,373.61,11.9142,0.2665,1.9039
108,124.399,374.5,14.6387,0.2609,1.4278
109,124.42,375.39,17.2105,0.2332,1.1089
110,124.439,376.29,18.535,0.1746,0.982
111,124.459,377.19,19.2632,0.1446,0.8828
112,124.479,378.08,19.7728,0.1403,0.8568
113,124.499,378.99,20.0601,0.1403,0.75
114,124.52,379.89,20.2397,0.1418,0.6729
115,124.539,380.78,20.2362,0.1407,0.5901
116,124.56,381.68,20.1272,0.1386,0.5351
117,124.579,382.58,20.0083,0.1496,0.4946
118,124.599,383.48,19.7321,0.164,0.4597
119,124.619,384.38,19.4825,0.1828,0.4418
120,124.639,385.28,19.516,0.1747,0.4182
121,124.66,386.18,19.8289,0.1827,0.4087
122,124.679,387.08,19.8613,0.2217,0.3926
123,124.7,387.98,19.1856,0.2135,0.3903
124,124.719,388.87,17.027,0.2154,0.3876
125,124.74,389.76,14.401,0.2642,0.4121
126,124.759,390.64,11.6997,0.3105,0.4553
127,124.779,391.51,9.5529,0.3301,0.5182
128,124.799,392.38,8.5034,0.2964,0.6403
129,124.819,393.26,8.8844,0.246,0.8095
130,124.84,394.14,10.9569,0.2485,0.9479
131,124.859,395.03,12.9739,0.2794,0.8953
132,124.88,395.91,14.2032,0.3102,0.8485
133,124.899,396.81,14.1513,0.3095,0.8213
134,124.92,397.7,14.0253,0.76,
135,124.939,398.58,14.615,0.7701,
136,124.959,399.49,16.2885,0.8776,
137,124.979,400.39,18.831,0.916,
138,124.999,401.31,21.1389,0.8843,
1,125.29,225.5,7.1818,,
2,125.31,226.39,8.2487,1.0665,
3,125.33,227.28,8.9313,1.0264,
4,125.35,228.17,9.1978,0.1517,1.1418
5,125.37,229.07,9.0649,0.1648,1.2649
6,125.39,229.96,8.6774,0.2058,1.3376
7,125.41,230.84,8.0279,0.2076,1.5634
8,125.43,231.71,6.7621,0.1997,1.7517
9,125.45,232.58,5.3755,0.1826,2.0707
10,125.47,233.45,4.4791,0.155,2.7196
11,125.49,234.31,4.2994,0.1105,2.822
12,125.51,235.16,4.2942,0.053,2.9232
13,125.53,236.02,4.4946,0.0504,3.013
14,125.55,236.87,4.8989,0.055,3.023
15,125.57,237.73,5.0573,0.0578,3.0438
16,125.59,238.59,4.9831,0.0601,3.1578
17,125.61,239.45,5.0801,0.0667,3.3374
18,125.63,240.31,5.3642,0.0675,3.2034
19,125.65,241.18,5.4796,0.0626,3.1053
20,125.67,242.04,5.1109,0.0662,3.1261
21,125.69,242.9,4.6769,0.0716,3.38
22,125.71,243.77,4.6235,0.0677,3.5144
23,125.73,244.63,4.8382,0.0571,3.4298
24,125.75,245.5,5.135,0.0546,3.2571
25,125.77,246.36,4.9434,0.0508,3.1628
26,125.79,247.22,4.5996,0.0481,3.3034
27,125.81,248.07,4.4306,0.0462,3.3761
28,125.83,248.93,4.4922,0.0564,3.3938
29,125.85,249.79,4.7006,0.0856,3.4369
