Rec,Depth_m,Time_s,Cone_MPa,Friction_MPa,Pore2_MPa
37,28.055,235.53,0.9874,0.024,0.6539
38,28.075,236.45,0.9876,0.0242,0.6793
39,28.095,237.36,0.9907,0.0239,0.7003
40,28.115,238.28,1.0042,0.0234,0.7171
41,28.135,239.19,0.9953,0.0234,0.7219
42,28.155,240.1,0.9861,0.0235,0.7153
43,28.175,241.01,0.9705,0.0237,0.7488
44,28.195,241.93,0.9758,0.0239,0.7457
45,28.215,242.83,0.9856,0.024,0.7427
46,28.235,243.74,0.9907,0.0247,0.7416
47,28.255,244.65,0.9856,0.0253,0.741
48,28.275,245.56,0.9775,0.025,0.7437
49,28.295,246.47,0.9819,0.0249,0.7445
50,28.315,247.38,0.9844,0.0252,0.7468
51,28.335,248.3,0.9812,0.0253,0.7492
52,28.355,249.21,0.99,0.0253,0.7445
53,28.375,250.12,0.9909,0.0252,0.7409
54,28.395,251.03,0.9906,0.0258,0.7386
55,28.415,251.94,0.9861,0.0256,0.7379
56,28.435,252.85,0.9823,0.0253,0.7406
57,28.455,253.76,0.9765,0.0254,0.7445
58,28.475,254.67,0.9702,0.0253,0.7489
59,28.495,255.59,0.9645,0.0249,0.7541
60,28.515,256.5,0.9647,0.0247,0.7534
61,28.535,257.43,0.9641,0.0238,0.7545
62,28.555,258.34,0.9649,0.0237,0.7664
63,28.575,259.26,0.972,0.0237,0.7733
64,28.595,260.18,0.9761,0.0237,0.7788
65,28.615,261.1,0.9741,0.0235,0.7798
66,28.635,262.02,0.9775,0.0235,0.7761
67,28.655,262.95,0.973,0.0233,0.7762
68,28.675,263.87,0.9723,0.0231,0.7784
69,28.695,264.78,0.9637,0.0229,0.7804
70,28.715,265.71,0.9565,0.0229,0.7864
71,28.735,266.64,0.9671,0.0234,0.7914
72,28.755,267.55,0.973,0.0236,0.7971
73,28.775,268.48,0.9805,0.0242,0.7984
74,28.795,269.41,0.998,0.0248,0.7954
75,28.815,270.33,1.0149,0.0257,0.7916
76,28.835,271.27,1.0352,0.0275,0.7878
77,28.855,272.2,1.0683,0.0284,0.7795
78,28.875,273.13,1.0562,0.029,0.7856
79,28.895,274.06,1.0648,0.0294,0.7867
80,28.915,274.99,1.0814,0.0293,0.763
81,28.935,275.9,1.0905,0.0304,0.7739
82,28.955,276.82,1.0964,0.0311,0.7845
83,28.975,277.72,1.1163,0.0304,0.7783
84,28.995,278.63,1.1221,0.03,0.7693
85,29.015,279.53,1.1116,0.0304,0.7719
86,29.035,280.43,1.0934,0.0303,0.7575
87,29.055,281.32,1.0762,0.0306,0.7722
88,29.075,282.22,1.0837,0.0299,0.7873
89,29.095,283.11,1.0856,0.03,0.7877
90,29.115,284.02,1.0927,0.0301,0.7936
91,29.135,284.91,1.0866,0.0307,0.7926
92,29.155,285.81,1.0683,0.0301,0.7779
93,29.175,286.71,1.0592,0.0296,0.766
94,29.195,287.6,1.042,0.0294,0.7562
95,29.215,288.49,1.0225,0.0297,0.7557
96,29.235,289.4,1.0213,0.0301,0.7554
97,29.255,290.3,1.0316,0.0306,0.7616
98,29.275,291.19,1.048,0.0309,0.762
99,29.295,292.08,1.0512,0.0311,0.7484
100,29.315,292.98,1.052,0.0313,0.7459
101,29.335,293.87,1.055,0.0318,0.7445
102,29.355,294.78,1.0622,0.0315,0.7505
103,29.375,295.67,1.0737,0.0311,0.7549
104,29.395,296.57,1.0732,0.0307,0.7541
105,29.415,297.47,1.0686,0.03,0.7659
106,29.435,298.37,1.071,0.0292,0.7779
107,29.455,299.27,1.0763,0.0294,0.7767
108,29.475,300.16,1.0734,0.0294,0.7966
109,29.495,301.06,1.075,0.0291,0.8044
110,29.515,301.95,1.0793,0.0281,0.8059
111,29.535,302.85,1.0801,0.029,0.8038
112,29.555,303.74,1.0912,0.0301,0.7997
113,29.575,304.65,1.1042,0.0297,0.8024
114,29.595,305.55,1.1005,0.0303,0.7931
115,29.615,306.45,1.1105,0.0303,0.7608
116,29.635,307.34,1.0913,0.0302,0.7509
117,29.655,308.25,1.0724,0.0301,0.779
118,29.675,309.15,1.0652,0.0287,0.7967
119,29.695,310.06,1.0581,0.0282,0.8089
120,29.715,310.95,1.055,0.0294,0.8179
121,29.735,311.86,1.0471,0.0284,0.8208
122,29.755,312.76,1.0454,0.0286,0.8143
123,29.775,313.66,1.0594,0.0291,0.7908
124,29.795,314.56,1.0581,0.0291,0.7768
125,29.815,315.47,1.05,0.0291,0.7743
126,29.835,316.36,1.0501,0.0289,0.7811
127,29.855,317.27,1.0402,0.0267,0.795
128,29.875,318.16,1.0241,0.0259,0.811
129,29.895,319.07,1.0215,0.025,0.829
130,29.915,319.97,1.0204,0.8409,
131,29.935,320.88,1.0266,0.8425,
132,29.955,321.78,1.0404,0.8276,
133,29.975,322.68,1.0684,0.8233,
134,29.995,323.58,1.0886,0.8397,
135,30.012,324.5,1.1244,,
1,30.301,180.5,0.9055,,
2,30.321,181.4,0.9399,0.6208,
3,30.341,182.31,0.9792,0.6486,
4,30.361,183.21,1.0086,0.0273,0.6632
5,30.381,184.12,1.0337,0.0289,0.6797
6,30.401,185.02,1.0566,0.03,0.7026
7,30.421,185.93,1.0766,0.0318,0.711
8,30.441,186.83,1.0838,0.0325,0.724
9,30.461,187.74,1.0871,0.0321,0.7395
10,30.481,188.64,1.0814,0.032,0.7368
11,30.501,189.55,1.0754,0.0322,0.7383
12,30.521,190.46,1.0553,0.0324,0.7609
13,30.541,191.37,1.0632,0.0317,0.7813
14,30.561,192.27,1.0621,0.0313,0.79
15,30.581,193.18,1.0702,0.0309,0.792
16,30.601,194.09,1.0597,0.03,0.8017
17,30.621,195.01,1.0563,0.0294,0.8201
18,30.641,195.91,1.0671,0.0294,0.8344
19,30.661,196.83,1.0668,0.0288,0.8427
20,30.681,197.74,1.0736,0.0287,0.8421
21,30.701,198.65,1.0686,0.0279,0.8317
22,30.721,199.56,1.0689,0.0278,0.835
23,30.741,200.48,1.0721,0.0286,0.8429
24,30.761,201.39,1.0824,0.0284,0.8447
25,30.781,202.3,1.0853,0.0281,0.8445
26,30.801,203.21,1.0926,0.0283,0.8396
27,30.821,204.13,1.0833,0.0283,0.8356
28,30.841,205.05,1.0799,0.0285,0.8329
29,30.861,205.96,1.0857,0.0292,0.8318
30,30.881,206.87,1.0824,0.0284,0.8336
31,30.901,207.79,1.0869,0.0287,0.836
32,30.921,208.7,1.0901,0.0296,0.8411
33,30.941,209.62,1.0949,0.0295,0.8425
34,30.961,210.53,1.0968,0.0292,0.8455
35,30.981,211.44,1.115,0.0298,0.8447
36,31.001,212.36,1.1092,0.0301,0.8264
37,31.021,213.28,1.0977,0.0295,0.8342
38,31.041,214.19,1.0985,0.0287,0.8328
39,31.061,215.11,1.1003,0.0295,0.8361
40,31.081,216.02,1.0989,0.0295,0.8356
41,31.101,216.93,1.0944,0.03,0.8419
42,31.121,217.85,1.1052,0.0297,0.8466
43,31.141,218.76,1.1338,0.0285,0.8616
44,31.161,219.68,1.1262,0.0274,0.8376
45,31.181,220.6,1.1259,0.0271,0.8224
46,31.201,221.53,1.079,0.0279,0.813
47,31.221,222.44,1.073,0.0286,0.8205
48,31.241,223.36,1.0751,0.0285,0.8275
49,31.261,224.28,1.0777,0.0285,0.8256
50,31.281,225.2,1.0732,0.0284,0.8273
51,31.301,226.12,1.0725,0.0281,0.8353
52,31.321,227.05,1.0635,0.0276,0.8508
53,31.341,227.97,1.0622,0.0275,0.8655
54,31.361,228.89,1.0721,0.0273,0.8686
55,31.381,229.83,1.0796,0.0275,0.87
56,31.401,230.75,1.1052,0.0281,0.8748
57,31.421,231.68,1.1087,0.0279,0.8569
58,31.441,232.6,1.1154,0.0283,0.8576
59,31.461,233.52,1.1301,0.0286,0.858
60,31.481,234.44,1.1224,0.0293,0.8629
61,31.501,235.37,1.1148,0.0307,0.8744
62,31.521,236.29,1.1316,0.0306,0.8639
63,31.541,237.22,1.1444,0.0303,0.851
64,31.561,238.15,1.1487,0.0308,0.8385
65,31.581,239.07,1.1475,0.0324,0.8424
66,31.601,240.0,1.1458,0.0332,0.8563
67,31.621,240.93,1.1422,0.0331,0.8676
68,31.641,241.85,1.1398,0.0331,0.8568
69,31.661,242.78,1.1419,0.0331,0.8495
70,31.681,243.71,1.1439,0.0326,0.85
71,31.701,244.64,1.1362,0.0325,0.8509
72,31.721,245.57,1.1149,0.0324,0.8607
73,31.741,246.52,1.1263,0.0322,0.8535
74,31.761,247.46,1.127,0.0319,0.8572
75,31.781,248.4,1.1316,0.0326,0.8569
76,31.801,249.34,1.1495,0.0324,0.8525
77,31.821,250.29,1.1531,0.0321,0.852
78,31.841,251.23,1.1613,0.0337,0.8629
79,31.861,252.19,1.1752,0.0341,0.8527
80,31.881,253.14,1.176,0.0346,0.8517
81,31.901,254.1,1.179,0.0345,0.8577
82,31.921,255.05,1.1841,0.035,0.8614
83,31.941,255.98,1.1844,0.036,0.8607
84,31.961,256.91,1.1809,0.0354,0.8568
85,31.981,257.82,1.1625,0.0347,0.853
86,32.001,258.74,1.1544,0.0344,0.8428
87,32.021,259.65,1.1502,0.0342,0.8431
88,32.041,260.56,1.1391,0.0338,0.8489
89,32.061,261.46,1.1451,0.0323,0.8529
90,32.081,262.37,1.149,0.0327,0.8542
91,32.101,263.27,1.1441,0.0322,0.8694
92,32.121,264.18,1.1377,0.0324,0.8861
93,32.141,265.07,1.1472,0.0325,0.89
94,32.161,265.98,1.1457,0.0322,0.8842
95,32.181,266.88,1.1483,0.0332,0.8737
96,32.201,267.78,1.1542,0.0341,0.8528
97,32.221,268.68,1.1599,0.0347,0.8442
98,32.241,269.58,1.1665,0.0344,0.8436
99,32.261,270.48,1.176,0.0351,0.8351
100,32.281,271.39,1.184,0.0357,0.8353
101,32.301,272.29,1.1728,0.036,0.8364
102,32.321,273.2,1.1695,0.0363,0.8371
103,32.341,274.1,1.1695,0.0369,0.8301
104,32.361,275.01,1.1659,0.0372,0.8315
105,32.381,275.91,1.1775,0.0378,0.8331
106,32.401,276.81,1.1897,0.0384,0.8431
107,32.421,277.72,1.19,0.0372,0.8531
108,32.441,278.62,1.2025,0.037,0.853
109,32.461,279.53,1.2075,0.0371,0.8543
110,32.481,280.43,1.2047,0.0375,0.8536
111,32.501,281.34,1.2108,0.0376,0.8589
112,32.521,282.24,1.2183,0.0376,0.8603
113,32.541,283.15,1.2269,0.0374,0.8572
114,32.561,284.05,1.2243,0.0372,0.8489
115,32.581,284.96,1.2184,0.0364,0.8443
116,32.601,285.86,1.1964,0.0354,0.8383
117,32.621,286.76,1.1879,0.0337,0.8325
118,32.641,287.66,1.1685,0.0325,0.8396
119,32.661,288.56,1.1596,0.0329,0.8534
120,32.681,289.46,1.168,0.0323,0.8563
121,32.701,290.37,1.1717,0.0329,0.8582
122,32.721,291.27,1.1818,0.0333,0.8538
123,32.741,292.19,1.1799,0.0337,0.8525
124,32.761,293.09,1.1734,0.0337,0.8581
125,32.781,294.0,1.1675,0.0338,0.8597
126,32.801,294.9,1.1494,0.033,0.8768
127,32.821,295.81,1.1425,0.0318,0.8819
128,32.841,296.72,1.1524,0.0306,0.881
129,32.861,297.63,1.1454,0.0296,0.8945
130,32.881,298.53,1.1414,0.0289,0.9014
131,32.901,299.44,1.1396,0.0293,0.8954
132,32.921,300.34,1.1406,0.8887,
133,32.941,301.24,1.1414,0.8866,
134,32.961,302.14,1.1497,0.8827,
135,32.981,303.05,1.1632,0.875,
136,33.001,303.95,1.1602,0.8723,
137,33.011,304.5,1.1627,,
1,33.297,196.5,1.0583,,
2,33.317,197.4,1.0931,0.6509,
3,33.337,198.32,1.1209,0.6793,
4,33.357,199.22,1.1319,0.0387,0.6977
5,33.377,200.14,1.1398,0.0389,0.7188
6,33.397,201.05,1.1465,0.0389,0.7559
7,33.417,201.97,1.1479,0.039,0.79
8,33.437,202.88,1.1635,0.0387,0.7995
9,33.457,203.8,1.1771,0.038,0.8163
10,33.477,204.72,1.188,0.0373,0.8269
11,33.497,205.63,1.1872,0.0376,0.8369
12,33.517,206.54,1.1949,0.0379,0.8499
13,33.537,207.46,1.1956,0.038,0.8652
14,33.557,208.38,1.1912,0.0371,0.8694
15,33.577,209.29,1.1934,0.0363,0.8676
16,33.597,210.21,1.1882,0.036,0.8813
17,33.617,211.12,1.1779,0.0356,0.8909
18,33.637,212.03,1.1794,0.035,0.8818
19,33.657,212.95,1.1776,0.0342,0.8707
20,33.677,213.86,1.1733,0.0335,0.8679
21,33.697,214.78,1.1721,0.0336,0.8676
22,33.717,215.69,1.1698,0.0339,0.8609
23,33.737,216.61,1.1721,0.0323,0.8623
24,33.757,217.52,1.1837,0.0312,0.8576
25,33.777,218.44,1.1997,0.031,0.8592
26,33.797,219.36,1.2057,0.036,0.8575
27,33.817,220.27,1.1965,0.0367,0.854
28,33.837,221.18,1.1931,0.037,0.8442
29,33.857,222.09,1.1891,0.0363,0.8397
30,33.877,223.0,1.199,0.0363,0.8461
31,33.897,223.92,1.2419,0.0367,0.8653
32,33.917,224.85,1.228,0.0363,0.8703
33,33.937,225.76,1.2052,0.0358,0.8506
34,33.957,226.68,1.1897,0.035,0.843
35,33.977,227.6,1.1735,0.0343,0.846
36,33.997,228.52,1.1637,0.0341,0.871
37,34.017,229.43,1.1492,0.0329,0.8901
38,34.037,230.35,1.1504,0.032,0.9026
39,34.057,231.27,1.1592,0.0318,0.9045
40,34.077,232.18,1.1647,0.0327,0.906
41,34.097,233.09,1.1628,0.033,0.8893
42,34.117,234.02,1.1702,0.0332,0.8582
43,34.137,234.93,1.1626,0.0327,0.8446
44,34.157,235.85,1.1448,0.0326,0.845
45,34.177,236.78,1.1329,0.032,0.8537
46,34.197,237.7,1.1247,0.032,0.8579
47,34.217,238.62,1.1204,0.0317,0.851
48,34.237,239.54,1.1171,0.0318,0.8439
49,34.257,240.46,1.1278,0.0315,0.8204
50,34.277,241.38,1.1517,0.0311,0.8115
51,34.297,242.3,1.1472,0.0311,0.8073
52,34.317,243.21,1.1435,0.0309,0.8286
53,34.337,244.14,1.1372,0.0314,0.8487
54,34.357,245.07,1.1374,0.0319,0.8647
55,34.377,245.99,1.149,0.0324,0.8607
56,34.397,246.91,1.1575,0.0327,0.8615
57,34.417,247.85,1.1677,0.0332,0.8505
58,34.437,248.78,1.1633,0.0333,0.821
59,34.457,249.7,1.1509,0.0333,0.8201
60,34.477,250.63,1.1491,0.0341,0.8336
61,34.497,251.56,1.1443,0.034,0.8425
62,34.517,252.48,1.1444,0.0332,0.8548
63,34.537,253.4,1.143,0.0325,0.8549
64,34.557,254.3,1.1472,0.0325,0.8522
65,34.577,255.22,1.1445,0.0334,0.8608
66,34.597,256.12,1.1421,0.0337,0.8672
67,34.617,257.04,1.1435,0.0334,0.8646
68,34.637,257.94,1.1443,0.0333,0.8563
69,34.657,258.85,1.1408,0.033,0.8552
70,34.677,259.75,1.139,0.0329,0.8711
71,34.697,260.66,1.1417,0.0336,0.8811
72,34.717,261.56,1.1538,0.0338,0.8773
73,34.737,262.47,1.1649,0.0338,0.8738
74,34.757,263.36,1.1812,0.0354,0.8627
75,34.777,264.27,1.184,0.0363,0.8521
76,34.797,265.17,1.1922,0.0371,0.8592
77,34.817,266.07,1.2055,0.0377,0.8601
78,34.837,266.97,1.22,0.0377,0.861
79,34.857,267.87,1.2281,0.0377,0.8714
80,34.877,268.77,1.2573,0.0387,0.8797
81,34.897,269.67,1.2835,0.0391,0.8818
82,34.917,270.56,1.3013,0.0398,0.8767
83,34.937,271.46,1.3107,0.0401,0.8546
84,34.957,272.37,1.3182,0.0406,0.8374
85,34.977,273.27,1.3116,0.0416,0.8186
86,34.997,274.17,1.2945,0.0418,0.812
87,35.017,275.07,1.2765,0.0418,0.8206
88,35.037,275.97,1.2641,0.0415,0.8188
89,35.057,276.87,1.2476,0.04,0.8175
90,35.077,277.77,1.223,0.0389,0.8349
91,35.097,278.67,1.1953,0.0381,0.8364
92,35.117,279.57,1.1738,0.0372,0.8452
93,35.137,280.47,1.157,0.0345,0.8383
94,35.157,281.38,1.1575,0.0324,0.8401
95,35.177,282.28,1.1475,0.0312,0.8569
96,35.197,283.19,1.1341,0.0307,0.87
97,35.217,284.09,1.1325,0.0306,0.885
98,35.237,285.0,1.141,0.0302,0.8848
99,35.257,285.89,1.1511,0.0308,0.877
100,35.277,286.8,1.1542,0.0303,0.8831
101,35.297,287.7,1.1596,0.0303,0.8852
102,35.317,288.61,1.1638,0.0316,0.87
103,35.337,289.51,1.1662,0.0334,0.8656
104,35.357,290.42,1.1866,0.037,0.8564
105,35.377,291.32,1.2295,0.039,0.8423
106,35.397,292.23,1.254,0.0404,0.8228
107,35.417,293.14,1.2559,0.0402,0.7889
108,35.437,294.05,1.2384,0.0412,0.7774
109,35.457,294.95,1.2138,0.0418,0.7858
110,35.477,295.85,1.1996,0.0413,0.7909
111,35.497,296.76,1.2026,0.0393,0.7938
112,35.517,297.66,1.2025,0.0374,0.783
113,35.537,298.57,1.1715,0.0339,0.8014
114,35.557,299.47,1.1459,0.0331,0.8243
115,35.577,300.38,1.1484,0.0322,0.8461
116,35.597,301.28,1.1632,0.0308,0.8674
117,35.617,302.19,1.1728,0.0308,0.8818
118,35.637,303.1,1.1994,0.0301,0.8737
119,35.657,304.0,1.2152,0.0304,0.8506
120,35.677,304.9,1.2091,0.0319,0.8303
121,35.697,305.81,1.1959,0.0325,0.8315
122,35.717,306.71,1.1826,0.0328,0.8477
123,35.737,307.61,1.1876,0.0323,0.8506
124,35.757,308.51,1.1712,0.0303,0.8512
125,35.777,309.42,1.1508,0.0304,0.8628
126,35.797,310.32,1.1597,0.0308,0.8712
127,35.817,311.23,1.1653,0.0316,0.8898
128,35.837,312.13,1.1648,0.0318,0.9097
129,35.857,313.04,1.1853,0.0322,0.8899
130,35.877,313.94,1.1945,0.0306,0.8706
131,35.897,314.85,1.1944,0.0311,0.863
132,35.917,315.76,1.1731,0.8679,
133,35.937,316.67,1.1624,0.8795,
134,35.957,317.57,1.1628,0.8977,
135,35.977,318.48,1.1788,0.9208,
136,35.997,319.38,1.2008,0.9168,
137,36.007,320.0,1.2158,,
1,36.303,185.0,0.9965,,
2,36.323,185.92,1.0161,0.6152,
3,36.343,186.84,1.0282,0.6248,
4,36.363,187.77,1.0491,0.0322,0.6458
5,36.383,188.69,1.0851,0.0327,0.6816
6,36.403,189.62,1.1331,0.0335,0.7236
7,36.423,190.54,1.1398,0.0354,0.7481
8,36.443,191.46,1.1462,0.0361,0.7536
9,36.463,192.39,1.1379,0.0361,0.7787
10,36.483,193.32,1.1316,0.0353,0.7963
11,36.503,194.24,1.1294,0.0342,0.8156
12,36.523,195.17,1.1274,0.0327,0.8561
13,36.543,196.1,1.1358,0.0325,0.8981
14,36.563,197.02,1.1399,0.0327,0.9213
15,36.583,197.95,1.1595,0.0322,0.9198
16,36.603,198.87,1.1816,0.0313,0.9084
17,36.623,199.8,1.2018,0.0308,0.9162
18,36.643,200.73,1.2055,0.0328,0.932
19,36.663,201.66,1.2089,0.0347,0.9185
20,36.683,202.58,1.2195,0.036,0.9192
21,36.703,203.52,1.2584,0.0372,0.9044
22,36.723,204.45,1.2732,0.0379,0.8943
23,36.743,205.38,1.2876,0.0383,0.9031
24,36.763,206.31,1.3073,0.0351,0.9083
25,36.783,207.25,1.3185,0.0347,0.9015
26,36.803,208.18,1.3159,0.0405,0.9095
27,36.823,209.11,1.3332,0.0419,0.9216
28,36.843,210.03,1.3966,0.0449,0.9306
29,36.863,210.94,1.4932,0.0482,0.9373
30,36.883,211.86,1.5329,0.0487,0.9261
31,36.903,212.76,1.6023,0.0488,0.8407
32,36.923,213.68,1.5254,0.0495,0.7008
33,36.943,214.58,1.4331,0.0492,0.7359
34,36.963,215.49,1.3558,0.0476,0.7938
35,36.983,216.39,1.3384,0.0446,0.838
36,37.003,217.3,1.3293,0.0411,0.8682
37,37.023,218.2,1.3161,0.0395,0.8991
38,37.043,219.11,1.3232,0.0382,0.908
39,37.063,220.0,1.3231,0.0377,0.9243
40,37.083,220.9,1.3269,0.0404,0.9282
41,37.103,221.79,1.3326,0.0389,0.9374
42,37.123,222.69,1.3421,0.0408,0.9538
43,37.143,223.59,1.4262,0.0436,0.9594
44,37.163,224.5,1.484,0.0451,0.9623
45,37.183,225.4,1.5039,0.047,0.8817
46,37.203,226.31,1.5188,0.0485,0.782
47,37.223,227.2,1.426,0.0486,0.7949
48,37.243,228.11,1.3723,0.0503,0.8407
49,37.263,229.01,1.3426,0.0471,0.8769
50,37.283,229.92,1.3219,0.0433,0.9062
51,37.303,230.82,1.3196,0.0431,0.9259
52,37.323,231.73,1.355,0.0429,0.9399
53,37.343,232.62,1.395,0.0421,0.9391
54,37.363,233.51,1.4154,0.0397,0.9065
55,37.383,234.41,1.3654,0.0408,0.8802
56,37.403,235.3,1.3427,0.0418,0.914
57,37.423,236.21,1.3526,0.0423,0.9373
58,37.443,237.1,1.3739,0.0411,0.9441
59,37.463,238.01,1.3731,0.0402,0.8871
60,37.483,238.91,1.3705,0.04,0.9151
61,37.503,239.81,1.3606,0.0393,0.9377
62,37.523,240.71,1.368,0.039,0.9629
63,37.543,241.61,1.3779,0.0384,0.9773
64,37.563,242.5,1.3624,0.0388,0.9814
65,37.583,243.42,1.3389,0.0383,0.9847
66,37.603,244.31,1.345,0.0376,0.9699
67,37.623,245.22,1.3461,0.0376,0.9687
68,37.643,246.12,1.3563,0.0384,0.9883
69,37.663,247.03,1.3606,0.0397,0.9998
70,37.683,247.93,1.358,0.0395,0.9843
71,37.703,248.83,1.3457,0.0403,0.9606
72,37.723,249.73,1.3232,0.0407,0.9583
73,37.743,250.64,1.313,0.0399,0.9707
74,37.763,251.54,1.3173,0.0392,0.9859
75,37.783,252.45,1.3078,0.0383,0.998
76,37.803,253.34,1.3243,0.0386,1.0164
77,37.823,254.25,1.3522,0.0373,1.0065
78,37.843,255.14,1.364,0.0361,1.0063
79,37.863,256.06,1.3437,0.0354,0.9904
80,37.883,256.96,1.3367,0.0349,1.0038
81,37.903,257.87,1.3243,0.0355,1.0095
82,37.923,258.77,1.3216,0.0357,0.9956
83,37.943,259.67,1.3078,0.035,0.9933
84,37.963,260.58,1.3032,0.0359,1.0032
85,37.983,261.48,1.3086,0.0363,0.9989
86,38.003,262.39,1.3174,0.0352,0.993
87,38.023,263.29,1.3199,0.0353,0.9867
88,38.043,264.19,1.319,0.0357,0.9804
89,38.063,265.09,1.3214,0.0368,0.9839
90,38.083,266.01,1.324,0.0372,0.9884
91,38.103,266.91,1.3252,0.0382,0.9834
92,38.123,267.82,1.3331,0.0373,0.9787
93,38.143,268.72,1.336,0.0375,0.9919
94,38.163,269.63,1.3329,0.0378,1.0024
95,38.183,270.53,1.33,0.0379,1.0046
96,38.203,271.44,1.3199,0.0373,1.0128
97,38.223,272.34,1.3182,0.0369,1.0089
98,38.243,273.25,1.3108,0.0364,1.0169
99,38.263,274.15,1.3141,0.0365,1.015
100,38.283,275.06,1.3206,0.0366,1.0218
101,38.303,275.97,1.3207,0.037,1.0214
102,38.323,276.87,1.3361,0.0371,1.0214
103,38.343,277.77,1.3444,0.0368,1.0111
104,38.363,278.68,1.3402,0.0354,1.0107
105,38.383,279.59,1.3223,0.0342,1.0093
106,38.403,280.5,1.3124,0.0351,1.0086
107,38.423,281.41,1.3129,0.0357,1.0068
108,38.443,282.32,1.3644,0.0363,1.0083
109,38.463,283.23,1.404,0.0372,1.0143
110,38.483,284.13,1.4263,0.0385,0.8647
111,38.503,285.05,1.3668,0.0389,0.8289
112,38.523,285.95,1.3414,0.037,0.8642
113,38.543,286.87,1.3382,0.0363,0.9102
114,38.563,287.77,1.3168,0.0363,0.9341
115,38.583,288.67,1.2942,0.0355,0.958
116,38.603,289.56,1.2794,0.0345,0.9748
117,38.623,290.47,1.2843,0.0354,0.9806
118,38.643,291.38,1.3149,0.0357,0.9823
119,38.663,292.29,1.333,0.0354,0.9911
120,38.683,293.2,1.3374,0.0362,1.0014
121,38.703,294.11,1.3366,0.0373,1.01
122,38.723,295.02,1.3492,0.0378,1.01
123,38.743,295.93,1.3519,0.0379,0.989
124,38.763,296.84,1.3525,0.039,0.9753
125,38.783,297.76,1.3665,0.04,0.978
126,38.803,298.67,1.3812,0.0402,0.9839
127,38.823,299.58,1.3813,0.0422,0.9886
128,38.843,300.49,1.3868,0.0438,0.9934
129,38.863,301.4,1.3882,0.0431,1.0016
130,38.883,302.3,1.3899,0.0414,0.9969
131,38.903,303.22,1.4001,0.0405,1.0
132,38.923,304.12,1.4164,1.0214,
133,38.943,305.04,1.4364,1.0412,
134,38.963,305.94,1.4315,0.993,
135,38.983,306.85,1.4179,0.976,
136,39.003,307.87,1.4077,,
1,39.297,247.5,1.1662,,
2,39.317,248.43,1.193,0.7561,
3,39.337,249.37,1.2084,0.7903,
4,39.357,250.32,1.2271,0.0375,0.825
5,39.377,251.26,1.231,0.0374,0.8613
6,39.397,252.19,1.2404,0.0381,0.9141
7,39.417,253.13,1.2768,0.038,0.9255
8,39.437,254.07,1.2886,0.0376,0.9303
9,39.457,255.01,1.3125,0.0379,0.9159
10,39.477,255.95,1.3197,0.039,0.9246
11,39.497,256.89,1.327,0.0408,0.9358
12,39.517,257.84,1.3172,0.0408,0.9234
13,39.537,258.78,1.3059,0.039,0.9292
14,39.557,259.72,1.2989,0.0391,0.9344
15,39.577,260.66,1.2885,0.0392,0.9542
16,39.597,261.61,1.2661,0.0379,0.9711
17,39.617,262.55,1.2791,0.0367,0.9737
18,39.637,263.49,1.2983,0.0354,0.9732
19,39.657,264.43,1.296,0.035,0.9748
20,39.677,265.38,1.2913,0.0353,0.9587
21,39.697,266.32,1.293,0.0359,0.933
22,39.717,267.27,1.2874,0.0344,0.9461
23,39.737,268.22,1.2845,0.0341,0.9597
24,39.757,269.17,1.2745,0.0349,0.9606
25,39.777,270.12,1.2601,0.0376,0.9535
26,39.797,271.07,1.2483,0.0375,0.9467
27,39.817,272.03,1.2464,0.0372,0.9332
28,39.837,272.96,1.2426,0.0361,0.9178
29,39.857,273.91,1.2425,0.0356,0.9059
30,39.877,274.87,1.2454,0.0355,0.9134
31,39.897,275.83,1.2407,0.0347,0.9098
32,39.917,276.79,1.2409,0.0341,0.9123
33,39.937,277.74,1.2515,0.0344,0.9149
34,39.957,278.69,1.2524,0.0351,0.9193
35,39.977,279.63,1.2428,0.0348,0.9209
36,39.997,280.54,1.2481,0.035,0.9195
37,40.017,281.45,1.2582,0.0349,0.9153
38,40.037,282.38,1.254,0.0354,0.913
39,40.057,283.28,1.2393,0.035,0.9212
40,40.077,284.2,1.234,0.0342,0.9284
41,40.097,285.11,1.2317,0.0335,0.9307
42,40.117,286.02,1.2251,0.0325,0.9282
43,40.137,286.93,1.2224,0.0323,0.9386
44,40.157,287.84,1.2223,0.0325,0.9509
45,40.177,288.74,1.2222,0.0324,0.9254
46,40.197,289.65,1.2108,0.0329,0.9056
47,40.217,290.55,1.2064,0.0348,0.9224
48,40.237,291.46,1.3647,0.036,0.9282
49,40.257,292.36,1.4527,0.0351,0.8195
50,40.277,293.27,1.4078,0.0343,0.8224
51,40.297,294.17,1.3304,0.0339,0.8369
52,40.317,295.08,1.2812,0.0341,0.8266
53,40.337,295.98,1.2121,0.0339,0.8787
54,40.357,296.89,1.2124,0.0337,0.919
55,40.377,297.79,1.2223,0.0327,0.9338
56,40.397,298.69,1.2369,0.033,0.9317
57,40.417,299.6,1.244,0.0343,0.941
58,40.437,300.5,1.2499,0.0364,0.9414
59,40.457,301.41,1.2654,0.0377,0.9409
60,40.477,302.31,1.2962,0.0392,0.9302
61,40.497,303.22,1.3166,0.0403,0.9221
62,40.517,304.13,1.3194,0.0414,0.9101
63,40.537,305.04,1.3018,0.0403,0.8989
